docno|doctype|text|
43|News|They argue that Trump's decision to resume deportation was based on racism and therefore illegal and that deporting DACA beneficiaries would harm the economies of their respective states.|
44|News|According to the lawsuit, 50 DACA participants are students at Harvard University, one the most prestigious schools in the U.S.|
45|News|DACA was not a law but rather an executive policy established by Trump's predecessor, Barack Obama.|
46|News|The attorney general of California, home to one out of four DACA participants, stated intent through a spokesperson to file a separate lawsuit.|
47|News|There have been nearly 80 murders of environmental activists in Honduras in recent years, according to remarks to the BBC by a representative of non-governmental organization Global Witness.|
48|News|Yesterday in Guatemala, the Supreme Court approved the attorney general's request to impeach President Otto Pérez Molina.|
49|News|Congress previously refused to impeach Molina but the investigation has since broadened, with ministerial resignations.|
50|News|Molina is accused of conspiring to corruptly divert customs funds. He denies any misconduct.|
51|News|He went on to say the US government's efforts are only addressing the outer effects of "a much-larger problem. And as we know with treating symptoms, the problems will continue until the root cause is resolved."|
52|News|Influx of illegal immigrants, many unaccompanied children, has impacted Texas infrastructure recently.|
53|News|In recent days, Rick Perry, governor of the US state of Texas, has openly criticized US federal actions pertaining to the US–Mexico border.|
54|News|Wikinews interviewed one of the chiropterologists, Paúl M. Velazco of the American Museum of Natural History, about the study.|
55|News|In the case of Sturnira, it was Gray in 1842 that named the genus.|
56|News|For this study I collaborated directly with Dr. Bruce Patterson from the Field Museum of Natural History, but studies like this cannot be completed without the contribution of scientific collections.|
57|News|Tuesday, World Bank released the 2012 World Development Report (WDR) on Gender Equality and Development.|
58|News|With few specific mentions of Australia, women in the country appear to be doing better than many other countries discussed. |
59|News|The report contrasts this to Honduras where married women working part-time would like to move to full-time but are unable to do so because of the lack of available employment.|
60|News|On the literacy test, Australian girls slightly outperformed their Norwegian and Polish counterparts.|
61|News|During the same period, male life expectancy grew from 74 years to 79 years. Australia's Parliament had 6% women in 1990 and grew to 25% women in 2010.|
62|News|At least five people have died and sixteen were injured in a train derailment in Tabasco, Mexico yesterday, according to the director of Tabasco civil protection. The cargo train is often used by migrants.|
63|News|The state government reported that at least 250 Honduras citizens were traveling on the train, which had a scrap metal cargo.|
64|News|Migrants regularly try to hitch a ride to the US by climbing onto its roof or in between cars.|
65|News|Later reports indicate the alert was cancelled, the PTWC having predicted that any wave would have reached Puerto Sandino in Nicaragua shortly before 16:00UTC.|
66|News|The emergency response to that earthquake included over 400 volunteers and Red Cross workers.|
67|News|Dominican baseball player Albert Pujols earned his first home run after joining the Los Angeles Angels of Anaheim.|
68|News|For his part, Pujols offered the following explanation for his performance: "This game is about making adjustments and being patient..."|
69|News|On Friday, the Combined Joint Task Force Operation Inherent Resolve released a statement saying an attack that day on an Iraqi air base housing U.S. military personnel near Mosul produced no casualties.|
70|News|The base is home to U.S. troops there to eliminate Islamic State elements in cooperation with Iraqi security forces.|
71|News|The news agency AFP has placed the protester death count in the hundreds.|
72|News|The current government of Iraq was established in 2003 after a U.S.-led coalition ousted Saddam Hussein.|
73|News|Late on Sunday, the Kurdish-led Syrian Democratic Forces (SDF) announced it had entered into an agreement with the government of Syria after Turkey began a military offensive into north-eastern Syria on Wednesday.|
74|News|On October 6, US President Donald Trump and Turkish President Recep Tayyip Erdoğan spoke on the phone.|
75|News|On Wednesday, Turkey began a military offensive with airstrikes followed by a ground invasion.|
76|News|The operation was condemned by members of the European Union.|
77|News|The silver medal was won by Rai Benjamin from the United States, who finished the race in 47.66 seconds.|
78|News|On Thursday, Hatice Cengiz, fiancée of journalist Jamal Khashoggi, addressed reporters in New York, New York, calling for the killers of Khashoggi to be brought to justice.|
79|News|The CIA and other intelligence agencies reportedly believe the crown prince ordered Khashoggi's killing.|
80|News|Yesterday, President Hassan Rouhani of Iran said if the goal is peace and security, then foreign powers should "get out of the region" as their presence could cause an arms race.|
81|News|The speech came approximately one week after an attack on oil infrastructure in Saudi Arabia which halved Saudi oil output.|
82|News|The annual meeting of the United Nations General Assembly is set to open tomorrow.|
83|News|Yesterday, oil facilities belonging to Saudi Arabia's state-owned Saudi Aramco were hit by multiple drone strikes in a pre-dawn raid.|
84|News|US Secretary of State Mike Pompeo posted a message on Twitter blaming Iran for the attacks, saying there was "no evidence the attacks came from Yemen."|
85|News|On Wednesday, as a part of his pre-election campaign, the Turkish President Recep Tayyip Erdoğan pledged converting Hagia Sophia, formerly a Greek Orthodox church and now a museum, to a mosque, following the election today.|
86|News|On Friday, Beto O'Rourke, who was a candidate in the Democratic primary for the 2020 United States presidential election, announced the end of his campaign.|
87|News|Nancy Pelosi, the Democratic Speaker of the House, announced the upcoming vote in a letter earlier this week to other Democratic members of the House.|
88|News|The House has only impeached two Presidents in the history of the United States, Bill Clinton and Andrew Johnson. Both were acquitted in the Senate.|
89|News|On Friday, the United States Department of Transportation announced new restrictions on flights to Cuba.|
90|News|Trudeau heads the Liberal Party. Liberals, which had secured an absolute majority of seats in the House of Commons in the 2015 election, lost that majority.|
91|News|On Thursday, French President Emmanuel Macron called for G7 action to correct what he named the international crisis of wildfires currently destroying Amazon rainforest in and around Brazil.|
92|News|The call was quickly seconded by German Chancellor Angela Merkel and British Prime Minister Boris Johnson.|
93|News|It was carrying a mix of locals and foreigners from Baracoa to Havana. The crash reportedly killed seven.|
94|News|Foreign nationals were from France, Mexico, the Netherlands, Canada, and the United Kingdom.|
95|News|On Friday, via a press release, FC Bayern Munich announced reaching an agreement with Spanish football club FC Barcelona for the transfer of Arturo Vidal.|
96|News|On Tuesday, astronomers of the Carnegie Institution for Science in Washington, DC, United States, announced the discovery of ten small satellites orbiting Jupiter.|
97|News|The NSW legislature in Sydney abolished any existing common law rules about abortion and legalized terminations up to week 22 of a pregnancy.|
98|News|Brenton Tarrant had a valid gun licence allowing him to buy weapons, ABC reported.|
99|News|Locals immediately began to rescue the passengers and crew on fishing boats. Officials arrived after about ten minutes, according to a witness quoted by The Guardian.|
100|News|Its destination was Port Moresby in Papua New Guinea, with a stop at the Chuuk state.|
