doc	surface	type	start	link
44	Craig Bierko	PER		http://dbpedia.org/resource/Craig_Bierko
44	Vincent D'Onofrio	PER		http://dbpedia.org/resource/Vincent_D'Onofrio
44	Simulacron-3 	WORK		http://dbpedia.org/resource/Simulacron-3
44	Counterfeit World	WORK		http://dbpedia.org/resource/Counterfeit
44	Daniel F. Galouye	PER		http://dbpedia.org/resource/Daniel_F._Galouye
45	Sophie Scholl - The Final Days	WORK		http://dbpedia.org/resource/Sophie_Scholl_–_The_Final_Days
45	Sophie Scholl - Die letzten Tage	WORK		http://dbpedia.org/resource/Sophie_Scholl
45	Germany	LOC		http://dbpedia.org/resource/Germany
45	Marc Rothemund	PER		http://dbpedia.org/resource/Marc_Rothemund
46	Der Schuh des Manitu	WORK		http://dbpedia.org/resource/Der_Schuh_des_Manitu
46	The Shoe of Manitou	WORK		http://dbpedia.org/resource/Manitou
47	Lola rennt	WORK		http://dbpedia.org/resource/Run_Lola_Run
47	Run Lola Run	WORK		http://dbpedia.org/resource/Run_Lola_Run
48	The Nasty Girl	WORK		http://dbpedia.org/resource/The_Nasty_Girl
48	Das schreckliche Mädchen	WORK		http://dbpedia.org/resource/The_Nasty_Girl
48	Germany	LOC		http://dbpedia.org/resource/Germany
48	Michael Verhoeven 	PER		http://dbpedia.org/resource/Michael_Verhoeven
48	Paul	PER		NIL
49	Er ist wieder da	WORK		http://dbpedia.org/resource/Look_Who%27s_Back
49	Look Who's Back	WORK		http://dbpedia.org/resource/Look_Who%27s_Back
49	David Wnendt 	PER		NIL
50	The Bridge	WORK		http://dbpedia.org/resource/The_Bridge_(2011_TV_series)
50	Die Brücke	WORK		http://dbpedia.org/resource/Die_Brücke
50	Bernhard Wicki	PER		http://dbpedia.org/resource/Bernhard_Wicki
51	Terry Gilliam	PER		http://dbpedia.org/resource/Terry_Gilliam
52	Bad Timing	WORK		http://dbpedia.org/resource/Spa_town
52	Nicolas Roeg	PER		http://dbpedia.org/resource/Nicolas_Roeg
53	Jason Statham	PER		http://dbpedia.org/resource/Jason_Statham
53	Safron Burrows	PER		NIL
53	Keeley Hawes	PER		http://dbpedia.org/resource/Keeley_Hawes
54	Black Narcissus	WORK		http://dbpedia.org/resource/Black_Narcissus
54	Michael Powell	PER		http://dbpedia.org/resource/Michael_Powell
54	Emeric Pressburger 	PER		http://dbpedia.org/resource/Emeric_Pressburger
54	Rumer Godden	PER		http://dbpedia.org/resource/Rumer_Godden
55	Blowup	WORK		http://dbpedia.org/resource/Blowup
55	Michelangelo Antonioni	PER		http://dbpedia.org/resource/Michelangelo_Antonioni
56	The Crying Game	WORK		http://dbpedia.org/resource/The_Crying_Game
57	Universal	ORG		http://dbpedia.org/resource//Universal_Pictures
57	Dracula	PER		http://dbpedia.org/resource/Dracula
57	Broadway 	LOC		http://dbpedia.org/resource/Broadway_theatre
58	Ex Machina 	WORK		http://dbpedia.org/resource/Ex_Machina_(film)
58	EX MACHINA 	WORK		http://dbpedia.org/resource/Ex_Machina_(film)
58	Alex Garland	PER		http://dbpedia.org/resource/Alex_Garland
58	Garland	PER		http://dbpedia.org/resource/Jon_Garland
58	Domhall Gleeson	PER		http://dbpedia.org/resource/Murray_Gleeson
58	Oscar Isaac	PER		http://dbpedia.org/resource/Oscar_Isaac
58	Alicia Vikander	PER		http://dbpedia.org/resource/Alicia_Vikander
59	Full Metal Jacket	WORK		http://dbpedia.org/resource/Full_Metal_Jacket
59	Joker	PER		http://dbpedia.org/resource/Joker_(character)
60	Michael Caine	PER		http://dbpedia.org/resource/Michael_Caine
60	Jack Carter	PER		http://dbpedia.org/resource/List_of_Eureka_characters
60	London	LOC		http://dbpedia.org/resource/London
60	Newcastle, England	LOC		http://dbpedia.org/resource/Newcastle_upon_Tyne
61	Peter Webber	PER		http://dbpedia.org/resource/Peter_Webber
61	Girl with a Pearl Earring	WORK		http://dbpedia.org/resource/Girl_with_a_Pearl_Earring_(film)
61	States	LOC		NIL
62	Funeral in Berlin	WORK		http://dbpedia.org/resource/Berlin
62	Len Deighton	PER		http://dbpedia.org/resource/Len_Deighton
63	The Hunger	WORK	 	http://dbpedia.org/resource/The_Hunger_(1983_film)
63	Tony Scott	PER		http://dbpedia.org/resource/Tony_Scott
64	The Inbetweeners	WORK		http://dbpedia.org/resource/The_Inbetweeners
64	The Inbetweeners	WORK		http://dbpedia.org/resource/The_Inbetweeners
65	The King's Speech	WORK		http://dbpedia.org/resource/Monarch
65	Colin Firth	PER		http://dbpedia.org/resource/Colin_Firth
65	Geoffrey Rush	PER		http://dbpedia.org/resource/Rush_(band)
65	Helena Bonham-Carter	PER		http://dbpedia.org/resource/Bonham_Carter_family
66	Kingsman: The Secret Service	WORK		http://dbpedia.org/resource/Kingsman_(franchise)
66	The Secret Service	WORK		http://dbpedia.org/resource/The_Secret_Service
66	Mark Millar	PER		http://dbpedia.org/resource/Mark_Millar
66	Dave Gibbons 	PER		http://dbpedia.org/resource/Dave_Gibbons
67	Lawrence of Arabia	WORK		http://dbpedia.org/resource/Reginald_Frederick_Lawrence
67	David Lean	PER		http://dbpedia.org/resource/David_Lean
67	T. E. Lawrence	PER		http://dbpedia.org/resource/Reginald_Frederick_Lawrence
68	Love Actually	WORK		http://dbpedia.org/resource/Love_Actually
68	Richard Curtis	PER		http://dbpedia.org/resource/Richard_Curtis
68	London 	LOC		http://dbpedia.org/resource/London
69	Danny Boyle	PER		http://dbpedia.org/resource/Danny_Boyle
69	Boyle	PER		http://dbpedia.org/resource/Robert_Boyle
69	Ewan McGregor	PER		http://dbpedia.org/resource/Ewan_McGregor
69	Shallow Grave	WORK		http://dbpedia.org/resource/Shallow_Grave
69	A Life Less Ordinary	WORK		http://dbpedia.org/resource/A_Life_Less_Ordinary
70	Where Eagles Dare	WORK		http://dbpedia.org/resource/Where_Eagles_Dare
70	Alistair MacLean	PER		http://dbpedia.org/resource/Alistair_MacLean
70	The Guns of Navarone	WORK		NIL
70	Clint Eastwood	PER		http://dbpedia.org/resource/Clint_Eastwood
70	Richard Burton	PER		http://dbpedia.org/resource/Richard_Burton
71	Wimbledon	WORK		http://dbpedia.org/resource/The_Championships,_Wimbledon
72	Richard Loncraine	PER		http://dbpedia.org/resource/Richard_Loncraine
72	Young Victoria	WORK		http://dbpedia.org/resource/Victoria_(Australia)
72	Queen Victoria	PER		http://dbpedia.org/resource/Victoria_(Australia)
72	Emily Blunt	PER		http://dbpedia.org/resource/Emily_Blunt
72	Duchess of Kent	PER		http://dbpedia.org/resource/Kent
72	John Conroy	PER		http://dbpedia.org/resource/John_Conroy
72	King William IV of the UK	PER		http://dbpedia.org/resource/William_IV_of_the_United_Kingdom
72	King Leopold of Belgium	PER		http://dbpedia.org/resource/Leopold_II_of_Belgium
72	Lord Melbourne	PER		http://dbpedia.org/resource/William_Lamb,_2nd_Viscount_Melbourne
72	Prince Albert of Saxe-Coburg-Gotha	PER		http://dbpedia.org/resource/Albert,_Prince_Consort
73	The Shining	WORK		http://dbpedia.org/resource/The_Shining_(film)
73	States	LOC		NIL
73	Stephen King	PER		http://dbpedia.org/resource/Stephen_King
74	Richard Curtis	PER		http://dbpedia.org/resource/Richard_Curtis
74	Roger Michell	PER		http://dbpedia.org/resource/Roger_Michell
74	Julia Roberts	PER		http://dbpedia.org/resource/Julia_Roberts
74	Hugh Grant	PER		http://dbpedia.org/resource/Hugh_Grant
75	Four Weddings and A Funeral	WORK		http://dbpedia.org/resource/Four_Weddings_and_a_Funeral
75	Mike Newell	PER		http://dbpedia.org/resource/Mike_Newell_(director)
75	Richard Curtis	PER		http://dbpedia.org/resource/Richard_Curtis
75	Hugh Grant	PER		http://dbpedia.org/resource/Hugh_Grant
76	L'avventura	WORK		http://dbpedia.org/resource/L'Avventura
76	Michelangelo Antonioni	PER		http://dbpedia.org/resource/Michelangelo_Antonioni
77	Il deserto rosso	WORK		http://dbpedia.org/resource/Red_Desert_(film)
77	The Red Desert	WORK		http://dbpedia.org/resource/Red_Desert_(film)
77	Michelangelo Antonioni	PER		http://dbpedia.org/resource/Michelangelo_Antonioni
77	Leono d'Oro	OTHER		http://dbpedia.org/resource/Leono
78	Cinema Paradiso 	WORK		http://dbpedia.org/resource/Cinema_Paradiso
78	Giuseppe Tornatore 	PER		http://dbpedia.org/resource/Giuseppe_Tornatore
79	Benjamin Britten 	PER		http://dbpedia.org/resource/Benjamin_Britten
79	Luchino Visconti	PER		http://dbpedia.org/resource/Visconti_of_Milan
79	Morte a Venezia	WORK		http://dbpedia.org/resource/Venezia_F.C.
79	Dirk Bogarde	PER		http://dbpedia.org/resource/Dirk_Bogarde
79	Björn Andrésen	PER		http://dbpedia.org/resource/Björn_Andrésen
80	A Fistful of Dollars	WORK		http://dbpedia.org/resource/A_Fistful_of_Dollars
80	Yojimbo	WORK		http://dbpedia.org/resource/Yojimbo
80	Red Harvest	WORK		http://dbpedia.org/resource/Red_Harvest
80	Dashiel Hammett 	PER		http://dbpedia.org/resource/Dashiell_Hammett
81	For a Few Dollars More	WORK		http://dbpedia.org/resource/For_a_Few_Dollars_More
81	Sergio Leone	PER		http://dbpedia.org/resource/Sergio_Leone
82	The Good, the Bad and the ugly	WORK		http://dbpedia.org/resource/Spa_town
82	Il buono, il cattivo	WORK		NIL
83	Federico Fellini	PER		http://dbpedia.org/resource/Federico_Fellini
83	Guido Anselmi	PER		http://dbpedia.org/resource/Guido_Reni
83	Marcello Mastroianni	PER		http://dbpedia.org/resource/Benedetto_Marcello
84	Malèna	WORK		http://dbpedia.org/resource/Malèna
84	Giuseppe Tornatore 	PER		http://dbpedia.org/resource/Giuseppe_Tornatore
84	Cinema Paradiso 	WORK		http://dbpedia.org/resource/Cinema_Paradiso
84	Monica Bellucci	PER		http://dbpedia.org/resource/Monica_Bellucci
85	Marriage Italian Style	WORK		http://dbpedia.org/resource/Marriage_Italian_Style
85	Vittorio de Sica	PER		http://dbpedia.org/resource/Vittorio_De_Sica
85	Sophia Loren	PER		http://dbpedia.org/resource/Sophia_Loren
85	Marcello Mastroianni	PER		http://dbpedia.org/resource/Benedetto_Marcello
86	Il sorpasso	WORK		http://dbpedia.org/resource/Il_Sorpasso
86	Dino Risi	PER		http://dbpedia.org/resource/Dino_Risi
86	Jean-Louis Trintignant	PER		http://dbpedia.org/resource/Jean-Louis_Trintignant
86	Vittorio Gassman	PER		http://dbpedia.org/resource/Vittorio_Gassman
87	The Garden of the Finzi-Continis	WORK		NIL
87	Vittorio de Sica	PER		http://dbpedia.org/resource/Vittorio_De_Sica
88	L'eclisse	WORK		http://dbpedia.org/resource/L'Eclisse
88	The Eclipse	WORK		http://dbpedia.org/resource/L'Eclisse
88	Michelangelo Antonioni	PER		http://dbpedia.org/resource/Michelangelo_Antonioni
89	La notte	WORK		http://dbpedia.org/resource/La_Notte
89	Michelangelo Antonioni	PER		http://dbpedia.org/resource/Michelangelo_Antonioni
90	The Night Porter	WORK		http://dbpedia.org/resource/The_Night_Porter
90	Liliana Cavani	PER		http://dbpedia.org/resource/Liliana_Cavani
90	Dirk Bogarde	PER		http://dbpedia.org/resource/Dirk_Bogarde
90	Charlotte Rampling	PER		http://dbpedia.org/resource/Charlotte_Rampling
91	Black Book	WORK		http://dbpedia.org/resource/Race_and_ethnicity_in_the_United_States_Census
91	Zwartboek	WORK		http://dbpedia.org/resource/Black_Book_(film)
91	The Netherlands 	LOC		http://dbpedia.org/resource/Netherlands
91	Germany	LOC		http://dbpedia.org/resource/Germany
92	Red Sonja	WORK		http://dbpedia.org/resource/Red_Sonja
92	Arnold Schwarzenegger	PER		http://dbpedia.org/resource/Arnold_Schwarzenegger
92	Prince Kalidor	PER		http://dbpedia.org/resource/Prince
92	Conan the Barbarian	PER		http://dbpedia.org/resource/Conan_the_Barbarian
93	Grimm	WORK		http://dbpedia.org/resource/Brothers_Grimm
93	Alex van Warmerdam	PER		http://dbpedia.org/resource/Alex_van_Warmerdam
93	Marie	PER		NIL
93	Halina Reijn	PER		http://dbpedia.org/resource/Halina_Reijn
93	Jacob	PER		NIL
93	Jacob Derwig	PER		NIL
94	Soldier of Orange	WORK		http://dbpedia.org/resource/Orange_S.A.
94	Soldaat van Oranje	WORK		http://dbpedia.org/resource/Soldier_of_Orange
95	The Windmill Massacre	WORK		http://dbpedia.org/resource/Windmill_Theatre
95	The Windmill	WORK		http://dbpedia.org/resource/Windmill_Theatre
95	Nick Jongerius	PER		NIL
96	Melancholia	WORK		http://dbpedia.org/resource/Melancholia
96	Lars von Trier	PER		http://dbpedia.org/resource/Lars_von_Trier
97	Breaking the Waves	WORK		NIL
97	Lars von Trier	PER		http://dbpedia.org/resource/Lars_von_Trier
97	"Golden Hearts" Trilogy 	WORK		http://dbpedia.org/resource/Heart_of_Midlothian_F.C.
98	A Royal Affair	WORK		http://dbpedia.org/resource/A_Royal_Affair
98	En kongelig affære	WORK		http://dbpedia.org/resource/A_Royal_Affair
98	Nikolaj Arcel	PER		http://dbpedia.org/resource/Kunsthallen_Nikolaj
98	Alicia Vikander	PER		http://dbpedia.org/resource/Alicia_Vikander
98	Mads Mikkelsen	PER		http://dbpedia.org/resource/Mads_Mikkelsen
98	Mikkel Følsgaard	PER		NIL
99	Nightwatch	WORK		http://dbpedia.org/resource/Boeing_E-4
99	Nattevagten	WORK		http://dbpedia.org/resource/Nightwatch_(1994_film)
99	Ole Bornedal	PER		http://dbpedia.org/resource/Ole_Bornedal
100	The Hunt	WORK		NIL
100	Jagten	WORK		http://dbpedia.org/resource/The_Hunt_(2012_film)
100	Thomas Vinterberg	PER		http://dbpedia.org/resource/Thomas_Vinterberg
