doc	surface	type	start	link
37	Kyoto Protocol	WORK	92	http://dbpedia.org/resource/Kyoto_Protocol
38	Nature	WORK	81	http://dbpedia.org/resource/Nature
39	Michael Parenti	PER	10	http://dbpedia.org/resource/Michael_Parenti
40	Copenhagen	LOC	167	http://dbpedia.org/resource/Copenhagen
41	Jules Verne's	WORK	0	http://dbpedia.org/resource/Jules_Verne
41	The Purchase	WORK	0	NIL
41	North Pole	LOC	45	http://dbpedia.org/resource/North_Pole
41	Earth's	LOC	98	http://dbpedia.org/resource/Earth
42	J. G. Ballard	PER	53	http://dbpedia.org/resource/J._G._Ballard
42	In The Wind from Nowhere	WORK	112	NIL
42	The Drowned World	WORK	115	http://dbpedia.org/resource/The_Drowned_World
43	Michael Chrichton's State of Fear	PER	0	http://dbpedia.org/resource/Michael_Crichton
43	State of Fear	WORK	19	http://dbpedia.org/resource/Michael_Crichton
44	Oryx and Cake	WORK	3	http://dbpedia.org/resource/Oryx_and_Cake
44	Atwood	PER	18	http://dbpedia.org/resource/Margaret_Atwood
45	Robinson's	PER	0	http://dbpedia.org/resource/Kim_Stanley_Robinson
45	New York 2140	WORK	40	http://dbpedia.org/resource/New_York_2140
46	Ian McEwan's Solar	WORK	0	http://dbpedia.org/resource/Ian_McEwan
46	Solar	WORK	13	http://dbpedia.org/resource/Solar_(novel) 
47	Barbara Kingsolver's Flight Behaviour	WORK	0	http://dbpedia.org/resource/Barbara_Kingsolver
47	Flight Behaviour	WORK	28	NIL
48	Devolution of a Species	WORK	0	NIL
48	M.E. Ellington	PER	27	NIL
48	Gaia	WORK	57	http://dbpedia.org/resource/Gaia
48	Earth	LOC	92	http://dbpedia.org/resource/Earth
49	Mother of Storms	WORK	0	NIL
49	John Barnes	PER	27	http://dbpedia.org/resource/John_Barnes_(author)
50	Far North	WORK	0	NIL
50	Marcel Theroux	PER	20	http://dbpedia.org/resource/Marcel_Theroux
51	Earth	LOC	0	http://dbpedia.org/resource/Earth
51	David Brin	PER	57	http://dbpedia.org/resource/David_Brin
52	Earth	LOC	22	http://dbpedia.org/resource/Earth
53	Brin	PER	0	http://dbpedia.org/resource/David_Brin
54	The Ice People	WORK	0	http://dbpedia.org/resource/The_Ice_People_(Gee_novel)
54	Maggie Gee	PER	65	http://dbpedia.org/resource/Maggie_Gee_(novelist)
55	A Friend from Earth	WORK	0	NIL
55	T. Coraghessan Boyle	PER	41	http://dbpedia.org/resource/T._C._Boyle
56	Floodland	WORK	0	NIL
56	United Kingdom	LOC	54	 http://dbpedia.org/resource/United_Kingdom
56	Zoe	PER	135	NIL
57	Flood	WORK	0	NIL
57	Stephen Baxter	PER	63	http://dbpedia.org/resource/Stephen_Baxter_(author)
58	Ship Breaker	WORK	0	http://dbpedia.org/resource/Ship_Breaker
58	Paolo Bacigalupi	PER	44	http://dbpedia.org/resource/Paolo_Bacigalupi
59	United States of America	LOC	27	http://dbpedia.org/resource/United_States
59	Civil War	EVENT	110	http://dbpedia.org/resource/American_Civil_War
60	The Water Knife	WORK	46	http://dbpedia.org/resource/The_Water_Knife
61	Greta Tintin Eleonora Ernman Thunberg	PER	0	http://dbpedia.org/resource/Greta_Thunberg
62	Gore	PER	0	http://dbpedia.org/resource/Al_Gore
63	Arrhenius	PER	60	http://dbpedia.org/resource/Svante_Arrhenius
64	Myles R. Allen	PER	0	http://dbpedia.org/resource/Myles_R._Allen
64	University of Oxford's Atmospheric, Oceanic and Planetary Physics Department	ORG	60	NIL
65	Roger Graham Barry	PER	0	NIL
66	Bolin Prize	OTHER	0	NIL
66	IPCC	ORG	53	http://dbpedia.org/resource/Intergovernmental_Panel_on_Climate_Change
67	Cahalan	PER	0	NIL
67	Miamisburg	LOC	19	http://dbpedia.org/resource/Miamisburg
67	Ohio	LOC	31	http://dbpedia.org/resource/Ohio
67	Cincinnati	LOC	40	http://dbpedia.org/resource/Cincinnati
67	Ohio	LOC	52	http://dbpedia.org/resource/Ohio
67	University of Illinois	ORG	127	http://dbpedia.org/resource/University_of_Illinois_at_Urbana–Champaign
68	Curry	PER	0	NIL
69	A. Scott Denning	PER	0	http://dbpedia.org/resource/Scott_Denning
69	Colorado State University	ORG	80	http://dbpedia.org/resource/Colorado_State_University
70	Heartland Institute	ORG	4	http://dbpedia.org/resource/The_Heartland_Institute
70	Arlington Heights	LOC	122	http://dbpedia.org/resource/Arlington_Heights_station
70	Illinois	LOC	141	http://dbpedia.org/resource/Illinois
71	International Conference on Climate Change	ORG	4	NIL
71	Heartland Institute	ORG	101	http://dbpedia.org/resource/The_Heartland_Institute
72	The Intergovernmental Panel on Climate Change (IPCC)	ORG	0	http://dbpedia.org/resource/Intergovernmental_Panel_on_Climate_Change
72	United Nations	ORG	89	http://dbpedia.org/resource/United_Nations
73	IPCC	ORG	4	http://dbpedia.org/resource/Intergovernmental_Panel_on_Climate_Change
74	IPCC	ORG	4	http://dbpedia.org/resource/Intergovernmental_Panel_on_Climate_Change
75	IPCC	ORG	36	http://dbpedia.org/resource/Intergovernmental_Panel_on_Climate_Change
76	IPCC	ORG	10	http://dbpedia.org/resource/Intergovernmental_Panel_on_Climate_Change
77	IPCC	ORG	162	http://dbpedia.org/resource/Intergovernmental_Panel_on_Climate_Change
78	IPCC	ORG	34	http://dbpedia.org/resource/Intergovernmental_Panel_on_Climate_Change
79	NOAA	ORG	0	http://dbpedia.org/resource/National_Oceanic_and_Atmospheric_Administration
80	National Oceanic Service (NOS)	ORG	4	http://dbpedia.org/resource/National_Oceanic_Service
81	Christopher B. Field	PER	0	NIL
82	Fourier	PER	0	http://dbpedia.org/resource/Joseph_Fourier
83	Gleick	PER	0	http://dbpedia.org/resource/James_Gleick
84	Jean Grove	PER	0	http://dbpedia.org/resource/Jean_Grove
85	Keith	PER	0	NIL
86	Shen	PER	0	NIL
87	Joseph	PER	0	NIL
87	Bernard	PER	7	NIL
87	Klemp	PER	15	NIL
88	Kirill Y. Kondratyev	PER	0	http://dbpedia.org/resource/Kirill_Kondratyev
89	Lachinov	PER	8	NIL
89	Russia	LOC	76	http://dbpedia.org/resource/Russia
90	Lovelock	PER	24	NIL
91	Lovelock	PER	0	NIL
91	Gaia	WORK	157	http://dbpedia.org/resource/Gaia
92	NASA	ORG	41	http://dbpedia.org/resource/NASA
92	Lovelock	PER	51	NIL
92	Gaia	WORK	74	http://dbpedia.org/resource/Gaia
93	Lovelock	PER	0	NIL
94	Peter Lynch	PER	0	http://dbpedia.org/resource/Peter_Lynch
95	Christopher P. McKay	PER	0	http://dbpedia.org/resource/Christopher_P._McKay
95	NASA Ames Research Center	ORG	49	http://dbpedia.org/resource/Ames_Research_Center
96	Fyodor Nikolayevich Panayev	PER	0	NIL
97	Revelle	PER	0	NIL
97	United States	LOC	65	http://dbpedia.org/resource/United_States
97	World War II	EVENT	105	http://dbpedia.org/resource/World_War_II
98	Revelle	PER	14	NIL
99	Stephen E. Schwartz	PER	0	NIL
99	Brookhaven National Laboratory	ORG	72	http://dbpedia.org/resource/Brookhaven_National_Laboratory
100	Siegfried Fred Singer	PER	0	NIL
100	University of Virginia	ORG	154	http://dbpedia.org/resource/University_of_Virginia
