doc	surface	type	start	link
73	SDF	ORG		http://dbpedia.org/resource/Syrian_Democratic_Forces
73	Syria	LOC		http://dbpedia.org/resource/Syria
73	Turkey	LOC		http://dbpedia.org/resource/Turkey
73	nort-eastern Syria	LOC		http://dbpedia.org/resource/Syria
74	US President Donald Trump	PER		http://dbpedia.org/resource/President_of_the_United_States
74	Turkish President	ROLE		http://dbpedia.org/resource/President_of_Turkey
74	Recep Tayyip Erdoğan	PER		http://dbpedia.org/resource/Recep_Tayyip_Erdoğan
75	Turkey	LOC		http://dbpedia.org/resource/Turkey
76	European Union	LOC		http://dbpedia.org/resource/European_Union
77	Rai Benjamin	PER		http://dbpedia.org/resource/Benjamin
77	United States	LOC		http://dbpedia.org/resource/United_States
78	Hatice Cengiz	PER		NIL
78	Jamal Khashoggi	PER		http://dbpedia.org/resource/Jamal_Khashoggi
78	New York, New York	LOC		http://dbpedia.org/resource/New_York_City
78	Kashoggi	PER		http://dbpedia.org/resource/Adnan_Khashoggi
79	CIA	ORG		http://dbpedia.org/resource/Central_Intelligence_Agency
79	Kashoggi	PER		http://dbpedia.org/resource/Adnan_Khashoggi
80	President Hassan Rouhani 	PER		http://dbpedia.org/resource/President_of_the_United_States
80	Iran	LOC		http://dbpedia.org/resource/Iran
81	Saudi Arabia	LOC		http://dbpedia.org/resource/Saudi_Arabia
82	United Nations General Assembly	ORG		http://dbpedia.org/resource/United_Nations_General_Assembly
83	Saudi Arabia	LOC		http://dbpedia.org/resource/Saudi_Arabia
83	Saudi Aramco	ORG		http://dbpedia.org/resource/Saudi_Aramco
84	US Secretary of State Mike Pompeo	PER		http://dbpedia.org/resource/United_States
84	Twitter	ORG		http://dbpedia.org/resource/Twitter
84	Iran	LOC		http://dbpedia.org/resource/Iran
84	Yemen	LOC		http://dbpedia.org/resource/Yemen
85	Turkish President	ROLE		http://dbpedia.org/resource/President_of_Turkey
85	Recep Tayyip Erdoğan	PER		http://dbpedia.org/resource/Recep_Tayyip_Erdoğan
85	Hagia Sophia	LOC		http://dbpedia.org/resource/Hagia_Sophia
86	Beto O'Rourke	PER		http://dbpedia.org/resource/Beto_O'Rourke
86	Democratic primary	EVENT		http://dbpedia.org/resource/Democratic_Party_(United_States)
86	2020 United States presidential election	EVENT		http://dbpedia.org/resource/United_States_presidential_election,_2020
87	Nancy Pelosi	PER		http://dbpedia.org/resource/Nancy_Pelosi
87	Democratic Speaker of the House	ROLE		http://dbpedia.org/resource/Democratic_Party_(United_States)
87	House	ORG		http://dbpedia.org/resource/United_States_House_of_Representatives
88	The House	ORG		http://dbpedia.org/resource/United_States_House_of_Representatives
88	Bill Clinton	PER		http://dbpedia.org/resource/Bill_Clinton
88	Andrew Johnson	PER		http://dbpedia.org/resource/Andrew_Johnson
89	United States Department of Transportation	ORG		http://dbpedia.org/resource/United_States
89	Cuba	LOC		http://dbpedia.org/resource/Cuba
90	Trudeau	PER		http://dbpedia.org/resource/Pierre_Trudeau
90	Liberal Party	ORG		http://dbpedia.org/resource/Liberal_Party_of_Australia
90	House of Commons	ORG		http://dbpedia.org/resource/United_States_House_of_Representatives
90	2015 election	EVENT		http://dbpedia.org/resource/Canadian_federal_election,_2015
91	French President			http://dbpedia.org/resource/President_of_France
91	Emmanuel Macron	PER		http://dbpedia.org/resource/Emmanuel_Macron
91	G7	ORG		http://dbpedia.org/resource/Group_of_Eight
91	Amazon	LOC		http://dbpedia.org/resource/Amazon.com
91	Brazil	LOC		http://dbpedia.org/resource/Brazil
92	German Chancellor	ROLE		http://dbpedia.org/resource/Chancellor_of_Germany
92	Angela Merkel	PER		http://dbpedia.org/resource/Angela_Merkel
92	British Prime Minister	ROLE		http://dbpedia.org/resource/Prime_Minister_of_the_United_Kingdom
92	Boris Johnson	PER		http://dbpedia.org/resource/Boris_Johnson
93	Baracoa	LOC		http://dbpedia.org/resource/Baracoa
93	Havana	LOC		http://dbpedia.org/resource/Havana
94	France	LOC		http://dbpedia.org/resource/France
94	Mexico	LOC		http://dbpedia.org/resource/Mexico
94	the Netherlands	LOC		http://dbpedia.org/resource/Netherlands
94	Canada	LOC		http://dbpedia.org/resource/Canada
94	United Kingdom	LOC		http://dbpedia.org/resource/United_Kingdom
95	FC Bayern Munich	ORG		http://dbpedia.org/resource/FC_Bayern_Munich
95	FC Barcelona	ORG		http://dbpedia.org/resource/FC_Barcelona
95	Arturo Vidal	PER		http://dbpedia.org/resource/Arturo_Vidal
96	Carnegie Institution for Science	ORG		http://dbpedia.org/resource/Andrew_Carnegie
96	Washington, DC, United States	LOC		http://dbpedia.org/resource/Washington,_D.C.
96	Jupiter	LOC		http://dbpedia.org/resource/Jupiter
97	NSW 	LOC		http://dbpedia.org/resource/New_South_Wales
97	Sydney	LOC		http://dbpedia.org/resource/Sydney
98	Brenton Tarrant	PER		NIL
98	ABC	ORG		http://dbpedia.org/resource/American_Broadcasting_Company
99	The Guardian	ORG		http://dbpedia.org/resource/The_Guardian
100	Port Moresby	LOC		http://dbpedia.org/resource/Port_Moresby
100	Papua New Guinea	LOC		http://dbpedia.org/resource/Papua_New_Guinea
100	Chuuk	LOC		http://dbpedia.org/resource/Chuuk_State
